longitude,latitude,hour,cloud_cover,elevation,humidity,pressure,temperature,wind_dir,wind_speed
14,26,7,12.0,181.0,60.0,1005.6,27.9,164.0,14.6
15,26,7,12.0,167.0,60.0,1005.6,28.0,164.0,14.6
16,26,7,12.0,131.0,60.0,1005.6,28.2,164.0,14.6
17,26,7,12.0,137.0,60.0,1005.6,28.2,164.0,14.6
18,26,7,7.0,148.0,63.0,1005.8,27.8,160.0,14.9
19,26,7,7.0,150.0,63.0,1005.8,27.8,160.0,14.9
20,26,7,7.0,160.0,63.0,1005.8,27.7,160.0,14.9
21,26,7,7.0,119.0,63.0,1005.8,28.0,160.0,14.9
22,26,7,3.0,199.0,63.0,1006.0,27.3,161.0,14.5
23,26,7,3.0,191.0,63.0,1006.0,27.4,161.0,14.5
24,26,7,3.0,211.0,63.0,1006.0,27.2,161.0,14.5
25,26,7,3.0,195.0,63.0,1006.0,27.3,161.0,14.5
26,26,7,3.0,186.0,62.0,1006.2,27.6,163.0,13.6
27,26,7,3.0,130.0,62.0,1006.2,27.9,163.0,13.6
28,26,7,3.0,177.0,62.0,1006.2,27.6,163.0,13.6
29,26,7,3.0,127.0,62.0,1006.2,27.9,163.0,13.6
0,27,7,20.0,133.0,58.0,1005.1,28.2,167.0,15.9
1,27,7,20.0,157.0,58.0,1005.1,28.0,167.0,15.9
2,27,7,20.0,169.0,58.0,1005.1,27.9,167.0,15.9
3,27,7,20.0,162.0,58.0,1005.1,28.0,167.0,15.9
4,27,7,22.0,173.0,58.0,1005.3,27.9,167.0,14.8
5,27,7,22.0,202.0,58.0,1005.3,27.7,167.0,14.8
6,27,7,22.0,192.0,58.0,1005.3,27.8,167.0,14.8
7,27,7,22.0,148.0,58.0,1005.3,28.1,167.0,14.8
8,27,7,22.0,207.0,58.0,1005.5,27.8,170.0,14.3
9,27,7,22.0,198.0,58.0,1005.5,27.8,170.0,14.3
10,27,7,22.0,207.0,58.0,1005.5,27.8,170.0,14.3
11,27,7,22.0,221.0,58.0,1005.5,27.7,170.0,14.3
12,27,7,17.0,217.0,58.0,1005.7,27.9,168.0,14.0
13,27,7,17.0,198.0,58.0,1005.7,28.0,168.0,14.0
14,27,7,17.0,206.0,58.0,1005.7,27.9,168.0,14.0
15,27,7,17.0,169.0,59.0,1005.7,28.2,168.0,14.0
16,27,7,10.0,235.0,61.0,1005.8,27.5,162.0,14.3
17,27,7,10.0,198.0,61.0,1005.8,27.7,162.0,14.3
18,27,7,10.0,194.0,61.0,1005.8,27.8,162.0,14.3
19,27,7,10.0,218.0,61.0,1005.8,27.6,162.0,14.3
20,27,7,2.0,189.0,62.0,1006.0,27.6,161.0,14.5
21,27,7,2.0,209.0,62.0,1006.0,27.5,161.0,14.5
22,27,7,2.0,195.0,62.0,1006.0,27.6,161.0,14.5
23,27,7,2.0,219.0,62.0,1006.0,27.4,161.0,14.5
24,27,7,1.0,194.0,61.0,1006.2,27.6,163.0,13.6
25,27,7,1.0,183.0,61.0,1006.2,27.7,163.0,13.6
26,27,7,1.0,179.0,61.0,1006.2,27.7,163.0,13.6
27,27,7,1.0,199.0,61.0,1006.2,27.6,163.0,13.6
28,27,7,2.0,195.0,60.0,1006.3,27.7,164.0,12.8
29,27,7,2.0,169.0,60.0,1006.3,27.9,164.0,12.8
0,28,7,23.0,112.0,58.0,1005.1,28.4,167.0,15.5
1,28,7,23.0,115.0,58.0,1005.1,28.3,167.0,15.5
2,28,7,24.0,115.0,59.0,1005.3,28.2,167.0,14.8
3,28,7,24.0,121.0,59.0,1005.3,28.2,167.0,14.8
4,28,7,24.0,118.0,59.0,1005.3,28.2,167.0,14.8
5,28,7,24.0,115.0,59.0,1005.3,28.2,167.0,14.8
6,28,7,25.0,113.0,58.0,1005.4,28.4,168.0,14.0
7,28,7,25.0,147.0,58.0,1005.4,28.2,168.0,14.0
8,28,7,25.0,184.0,58.0,1005.4,27.9,168.0,14.0
9,28,7,25.0,162.0,58.0,1005.4,28.1,168.0,14.0
10,28,7,21.0,178.0,57.0,1005.6,28.2,170.0,13.9
11,28,7,21.0,204.0,57.0,1005.6,28.1,170.0,13.9
12,28,7,21.0,176.0,57.0,1005.6,28.2,170.0,13.9
13,28,7,21.0,210.0,57.0,1005.6,28.0,170.0,13.9
14,28,7,15.0,192.0,57.0,1005.7,28.2,166.0,13.7
15,28,7,15.0,180.0,57.0,1005.7,28.3,166.0,13.7
16,28,7,15.0,187.0,57.0,1005.7,28.2,166.0,13.7
17,28,7,15.0,201.0,57.0,1005.7,28.1,166.0,13.7
18,28,7,6.0,211.0,60.0,1005.9,27.7,163.0,13.9
19,28,7,6.0,191.0,60.0,1005.9,27.8,163.0,13.9
20,28,7,6.0,168.0,60.0,1005.9,28.0,163.0,13.9
21,28,7,6.0,147.0,60.0,1005.9,28.1,163.0,13.9
22,28,7,1.0,165.0,60.0,1006.1,27.9,163.0,13.6
23,28,7,1.0,192.0,60.0,1006.1,27.7,163.0,13.6
24,28,7,1.0,195.0,60.0,1006.1,27.7,163.0,13.6
25,28,7,1.0,163.0,60.0,1006.1,27.9,163.0,13.6
26,28,7,3.0,145.0,58.0,1006.2,28.3,166.0,13.0
27,28,7,3.0,142.0,58.0,1006.2,28.3,166.0,13.0
28,28,7,3.0,158.0,58.0,1006.2,28.2,166.0,13.0
29,28,7,3.0,146.0,58.0,1006.2,28.2,166.0,13.0
0,29,7,23.0,161.0,58.0,1005.1,28.0,167.0,15.5
1,29,7,23.0,152.0,58.0,1005.1,28.1,167.0,15.5
2,29,7,24.0,163.0,58.0,1005.3,27.9,167.0,14.8
3,29,7,24.0,150.0,58.0,1005.3,28.0,167.0,14.8
4,29,7,24.0,161.0,58.0,1005.3,27.9,167.0,14.8
5,29,7,24.0,136.0,58.0,1005.3,28.1,167.0,14.8
6,29,7,25.0,156.0,58.0,1005.4,28.1,168.0,14.0
7,29,7,25.0,133.0,58.0,1005.4,28.3,168.0,14.0
8,29,7,25.0,127.0,58.0,1005.4,28.3,168.0,14.0
9,29,7,25.0,138.0,58.0,1005.4,28.2,168.0,14.0
10,29,7,21.0,147.0,57.0,1005.6,28.4,170.0,13.9
11,29,7,21.0,150.0,57.0,1005.6,28.4,170.0,13.9
12,29,7,21.0,139.0,57.0,1005.6,28.5,170.0,13.9
13,29,7,21.0,154.0,57.0,1005.6,28.4,170.0,13.9
14,29,7,15.0,151.0,57.0,1005.7,28.4,166.0,13.7
15,29,7,15.0,174.0,57.0,1005.7,28.3,166.0,13.7
16,29,7,15.0,175.0,57.0,1005.7,28.3,166.0,13.7
17,29,7,15.0,164.0,57.0,1005.7,28.4,166.0,13.7
18,29,7,6.0,134.0,60.0,1005.9,28.2,163.0,13.9
19,29,7,6.0,153.0,60.0,1005.9,28.1,163.0,13.9
20,29,7,6.0,202.0,60.0,1005.9,27.8,163.0,13.9
21,29,7,6.0,218.0,60.0,1005.9,27.7,163.0,13.9
22,29,7,1.0,196.0,60.0,1006.1,27.7,163.0,13.6
23,29,7,1.0,142.0,60.0,1006.1,28.1,163.0,13.6
24,29,7,1.0,135.0,60.0,1006.1,28.1,163.0,13.6
25,29,7,1.0,134.0,60.0,1006.1,28.1,163.0,13.6
26,29,7,3.0,110.0,58.0,1006.2,28.5,166.0,13.0
27,29,7,3.0,109.0,58.0,1006.2,28.5,166.0,13.0
28,29,7,3.0,124.0,58.0,1006.2,28.4,166.0,13.0
29,29,7,3.0,140.0,58.0,1006.2,28.3,166.0,13.0
0,0,8,1.0,129.0,62.0,1004.4,27.6,173.0,15.2
1,0,8,1.0,116.0,62.0,1004.4,27.7,173.0,15.2
2,0,8,1.0,113.0,62.0,1004.4,27.7,173.0,15.2
3,0,8,2.0,115.0,60.0,1004.6,28.4,178.0,13.3
4,0,8,2.0,122.0,60.0,1004.6,28.4,178.0,13.3
5,0,8,2.0,134.0,60.0,1004.6,28.3,178.0,13.3
6,0,8,2.0,140.0,60.0,1004.6,28.3,178.0,13.3
7,0,8,2.0,135.0,60.0,1004.7,28.6,173.0,14.2
8,0,8,2.0,158.0,60.0,1004.7,28.5,173.0,14.2
9,0,8,2.0,135.0,60.0,1004.7,28.6,173.0,14.2
10,0,8,2.0,142.0,60.0,1004.7,28.6,173.0,14.2
11,0,8,4.0,97.0,60.0,1004.8,28.8,165.0,15.6
12,0,8,4.0,142.0,60.0,1004.8,28.6,165.0,15.6
13,0,8,4.0,115.0,60.0,1004.8,28.7,165.0,15.6
14,0,8,4.0,111.0,60.0,1004.8,28.8,165.0,15.6
15,0,8,10.0,119.0,60.0,1004.9,28.8,162.0,15.1
16,0,8,10.0,129.0,60.0,1004.9,28.7,162.0,15.1
17,0,8,10.0,138.0,60.0,1004.9,28.7,162.0,15.1
18,0,8,10.0,157.0,60.0,1004.9,28.5,162.0,15.1
19,0,8,14.0,151.0,60.0,1005.2,28.7,160.0,14.9
20,0,8,14.0,126.0,60.0,1005.2,28.8,160.0,14.9
21,0,8,14.0,128.0,60.0,1005.2,28.8,160.0,14.9
22,0,8,14.0,133.0,60.0,1005.2,28.8,160.0,14.9
23,0,8,25.0,142.0,62.0,1005.3,28.4,157.0,14.8
24,0,8,25.0,114.0,62.0,1005.3,28.6,157.0,14.8
25,0,8,25.0,140.0,62.0,1005.3,28.4,157.0,14.8
26,0,8,25.0,158.0,62.0,1005.3,28.3,157.0,14.8
27,0,8,30.0,128.0,62.0,1005.4,28.5,158.0,14.4
28,0,8,30.0,123.0,62.0,1005.4,28.5,158.0,14.4
29,0,8,30.0,106.0,62.0,1005.4,28.6,158.0,14.4
0,1,8,3.0,82.0,60.0,1004.5,28.3,174.0,13.8
1,1,8,3.0,101.0,60.0,1004.5,28.2,174.0,13.8
2,1,8,3.0,87.0,60.0,1004.5,28.3,174.0,13.8
3,1,8,3.0,99.0,60.0,1004.5,28.2,174.0,13.8
4,1,8,3.0,121.0,60.0,1004.5,28.0,174.0,13.8
5,1,8,4.0,131.0,59.0,1004.6,28.6,175.0,13.4
6,1,8,4.0,112.0,59.0,1004.6,28.8,175.0,13.4
7,1,8,4.0,122.0,59.0,1004.6,28.7,175.0,13.4
8,1,8,4.0,150.0,59.0,1004.6,28.5,175.0,13.4
9,1,8,6.0,145.0,59.0,1004.7,28.7,168.0,15.1
10,1,8,6.0,139.0,59.0,1004.7,28.8,168.0,15.1
11,1,8,6.0,115.0,59.0,1004.7,28.9,168.0,15.1
12,1,8,6.0,100.0,59.0,1004.7,29.0,168.0,15.1
13,1,8,10.0,144.0,59.0,1004.8,28.7,162.0,15.9
14,1,8,10.0,154.0,59.0,1004.8,28.6,162.0,15.9
15,1,8,10.0,146.0,59.0,1004.8,28.6,162.0,15.9
16,1,8,10.0,171.0,59.0,1004.8,28.5,162.0,15.9
17,1,8,14.0,169.0,57.0,1005.1,28.8,162.0,15.1
18,1,8,14.0,169.0,57.0,1005.1,28.8,162.0,15.1
19,1,8,14.0,154.0,57.0,1005.1,28.9,162.0,15.1
20,1,8,14.0,147.0,57.0,1005.1,28.9,162.0,15.1
21,1,8,20.0,166.0,60.0,1005.3,28.6,160.0,14.6
22,1,8,20.0,137.0,60.0,1005.3,28.8,160.0,14.6
23,1,8,20.0,161.0,60.0,1005.3,28.7,160.0,14.6
24,1,8,20.0,145.0,60.0,1005.3,28.8,160.0,14.6
25,1,8,29.0,155.0,63.0,1005.4,28.3,157.0,14.5
26,1,8,29.0,147.0,63.0,1005.4,28.4,157.0,14.5
27,1,8,29.0,157.0,63.0,1005.4,28.3,157.0,14.5
28,1,8,29.0,116.0,63.0,1005.4,28.6,157.0,14.5
29,1,8,30.0,101.0,63.0,1005.5,28.6,158.0,14.4
0,2,8,3.0,82.0,60.0,1004.5,28.3,174.0,13.8
1,2,8,3.0,82.0,60.0,1004.5,28.3,174.0,13.8
2,2,8,3.0,116.0,60.0,1004.5,28.1,174.0,13.8
3,2,8,3.0,101.0,60.0,1004.5,28.2,174.0,13.8
4,2,8,3.0,115.0,60.0,1004.5,28.1,174.0,13.8
5,2,8,4.0,142.0,59.0,1004.6,28.6,175.0,13.4
6,2,8,4.0,142.0,59.0,1004.6,28.6,175.0,13.4
7,2,8,4.0,125.0,59.0,1004.6,28.7,175.0,13.4
8,2,8,4.0,113.0,59.0,1004.6,28.8,175.0,13.4
9,2,8,6.0,97.0,59.0,1004.7,29.0,168.0,15.1
10,2,8,6.0,107.0,59.0,1004.7,29.0,168.0,15.1
11,2,8,6.0,126.0,59.0,1004.7,28.9,168.0,15.1
12,2,8,6.0,141.0,59.0,1004.7,28.8,168.0,15.1
13,2,8,10.0,158.0,59.0,1004.8,28.6,162.0,15.9
14,2,8,10.0,154.0,59.0,1004.8,28.6,162.0,15.9
15,2,8,10.0,149.0,59.0,1004.8,28.6,162.0,15.9
16,2,8,10.0,161.0,59.0,1004.8,28.5,162.0,15.9
17,2,8,14.0,169.0,57.0,1005.1,28.8,162.0,15.1
18,2,8,14.0,147.0,57.0,1005.1,28.9,162.0,15.1
19,2,8,14.0,151.0,57.0,1005.1,28.9,162.0,15.1
20,2,8,14.0,154.0,57.0,1005.1,28.9,162.0,15.1
21,2,8,20.0,142.0,60.0,1005.3,28.8,160.0,14.6
22,2,8,20.0,165.0,60.0,1005.3,28.6,160.0,14.6
23,2,8,20.0,163.0,60.0,1005.3,28.6,160.0,14.6
24,2,8,20.0,151.0,60.0,1005.3,28.7,160.0,14.6
25,2,8,29.0,135.0,63.0,1005.4,28.4,157.0,14.5
26,2,8,29.0,169.0,63.0,1005.4,28.2,157.0,14.5
27,2,8,29.0,144.0,63.0,1005.4,28.4,157.0,14.5
28,2,8,29.0,113.0,63.0,1005.4,28.6,157.0,14.5
29,2,8,30.0,101.0,63.0,1005.5,28.6,158.0,14.4
0,3,8,8.0,82.0,60.0,1004.5,28.8,172.0,13.1
1,3,8,8.0,82.0,60.0,1004.5,28.8,172.0,13.1
2,3,8,8.0,105.0,60.0,1004.5,28.6,172.0,13.1
3,3,8,8.0,123.0,60.0,1004.5,28.5,172.0,13.1
4,3,8,8.0,123.0,60.0,1004.5,28.5,172.0,13.1
5,3,8,8.0,144.0,60.0,1004.5,28.4,172.0,13.1
6,3,8,8.0,120.0,60.0,1004.5,28.5,172.0,13.1
7,3,8,11.0,87.0,58.0,1004.6,29.3,170.0,14.3
8,3,8,11.0,107.0,58.0,1004.6,29.2,170.0,14.3
9,3,8,11.0,135.0,58.0,1004.6,29.0,170.0,14.3
10,3,8,11.0,138.0,58.0,1004.6,29.0,170.0,14.3
11,3,8,16.0,140.0,58.0,1004.8,29.0,162.0,15.5
12,3,8,16.0,155.0,58.0,1004.8,28.9,162.0,15.5
13,3,8,16.0,138.0,58.0,1004.8,29.0,162.0,15.5
14,3,8,16.0,135.0,58.0,1004.8,29.0,162.0,15.5
15,3,8,18.0,124.0,59.0,1005.0,28.9,161.0,15.3
16,3,8,18.0,130.0,59.0,1005.0,28.9,161.0,15.3
17,3,8,18.0,142.0,59.0,1005.0,28.8,161.0,15.3
18,3,8,18.0,147.0,59.0,1005.0,28.8,161.0,15.3
19,3,8,26.0,129.0,58.0,1005.2,29.1,161.0,14.5
20,3,8,26.0,140.0,58.0,1005.2,29.0,161.0,14.5
21,3,8,26.0,152.0,58.0,1005.2,28.9,161.0,14.5
22,3,8,26.0,160.0,58.0,1005.2,28.9,161.0,14.5
23,3,8,29.0,150.0,61.0,1005.3,28.6,159.0,14.2
24,3,8,29.0,122.0,61.0,1005.3,28.8,159.0,14.2
25,3,8,29.0,145.0,61.0,1005.3,28.6,159.0,14.2
26,3,8,29.0,137.0,61.0,1005.3,28.7,159.0,14.2
27,3,8,30.0,149.0,63.0,1005.5,28.4,157.0,14.0
28,3,8,30.0,112.0,63.0,1005.5,28.6,157.0,14.0
29,3,8,30.0,101.0,63.0,1005.5,28.7,157.0,14.0
0,4,8,5.0,82.0,58.0,1004.3,28.8,174.0,14.1
1,4,8,9.0,82.0,60.0,1004.4,28.7,169.0,13.6
2,4,8,9.0,82.0,60.0,1004.4,28.7,169.0,13.6
3,4,8,9.0,117.0,60.0,1004.4,28.5,169.0,13.6
4,4,8,9.0,114.0,60.0,1004.4,28.5,169.0,13.6
5,4,8,16.0,119.0,61.0,1004.6,28.7,168.0,14.0
6,4,8,16.0,89.0,61.0,1004.6,28.9,168.0,14.0
7,4,8,16.0,96.0,61.0,1004.6,28.9,168.0,14.0
8,4,8,16.0,121.0,61.0,1004.6,28.7,168.0,14.0
9,4,8,19.0,134.0,58.0,1004.7,29.0,166.0,14.8
10,4,8,19.0,129.0,58.0,1004.7,29.0,166.0,14.8
11,4,8,19.0,163.0,58.0,1004.7,28.8,166.0,14.8
12,4,8,19.0,153.0,58.0,1004.7,28.9,166.0,14.8
13,4,8,24.0,141.0,58.0,1004.9,29.0,162.0,15.1
14,4,8,24.0,125.0,58.0,1004.9,29.1,162.0,15.1
15,4,8,24.0,113.0,58.0,1004.9,29.2,162.0,15.1
16,4,8,24.0,107.0,58.0,1004.9,29.2,162.0,15.1
17,4,8,28.0,143.0,58.0,1005.1,29.1,162.0,14.8
18,4,8,28.0,151.0,58.0,1005.1,29.0,162.0,14.8
19,4,8,28.0,146.0,58.0,1005.1,29.1,162.0,14.8
20,4,8,28.0,115.0,58.0,1005.1,29.3,162.0,14.8
21,4,8,29.0,128.0,60.0,1005.2,29.0,161.0,14.5
22,4,8,29.0,132.0,60.0,1005.2,29.0,161.0,14.5
23,4,8,29.0,133.0,60.0,1005.2,28.9,161.0,14.5
24,4,8,29.0,142.0,60.0,1005.2,28.9,161.0,14.5
25,4,8,30.0,120.0,61.0,1005.4,28.8,159.0,13.9
26,4,8,30.0,120.0,61.0,1005.4,28.8,159.0,13.9
27,4,8,30.0,115.0,61.0,1005.4,28.8,159.0,13.9
28,4,8,30.0,135.0,61.0,1005.4,28.7,159.0,13.9
29,4,8,30.0,100.0,61.0,1005.6,28.9,157.0,14.0
0,5,8,5.0,82.0,58.0,1004.3,28.8,174.0,14.1
1,5,8,9.0,82.0,60.0,1004.4,28.7,169.0,13.6
2,5,8,9.0,124.0,60.0,1004.4,28.5,169.0,13.6
3,5,8,9.0,111.0,60.0,1004.4,28.5,169.0,13.6
4,5,8,9.0,112.0,60.0,1004.4,28.5,169.0,13.6
5,5,8,16.0,111.0,61.0,1004.6,28.8,168.0,14.0
6,5,8,16.0,81.0,61.0,1004.6,29.0,168.0,14.0
7,5,8,16.0,89.0,61.0,1004.6,28.9,168.0,14.0
8,5,8,16.0,120.0,61.0,1004.6,28.7,168.0,14.0
9,5,8,19.0,132.0,58.0,1004.7,29.0,166.0,14.8
10,5,8,19.0,127.0,58.0,1004.7,29.1,166.0,14.8
11,5,8,19.0,128.0,58.0,1004.7,29.0,166.0,14.8
12,5,8,19.0,141.0,58.0,1004.7,29.0,166.0,14.8
13,5,8,24.0,134.0,58.0,1004.9,29.1,162.0,15.1
14,5,8,24.0,130.0,58.0,1004.9,29.1,162.0,15.1
15,5,8,24.0,141.0,58.0,1004.9,29.0,162.0,15.1
16,5,8,24.0,114.0,58.0,1004.9,29.2,162.0,15.1
17,5,8,28.0,133.0,58.0,1005.1,29.1,162.0,14.8
18,5,8,28.0,129.0,58.0,1005.1,29.2,162.0,14.8
19,5,8,28.0,148.0,58.0,1005.1,29.0,162.0,14.8
20,5,8,28.0,113.0,58.0,1005.1,29.3,162.0,14.8
21,5,8,29.0,96.0,60.0,1005.2,29.2,161.0,14.5
22,5,8,29.0,134.0,60.0,1005.2,28.9,161.0,14.5
23,5,8,29.0,124.0,60.0,1005.2,29.0,161.0,14.5
24,5,8,29.0,131.0,60.0,1005.2,29.0,161.0,14.5
25,5,8,30.0,118.0,61.0,1005.4,28.8,159.0,13.9
26,5,8,30.0,121.0,61.0,1005.4,28.8,159.0,13.9
27,5,8,30.0,119.0,61.0,1005.4,28.8,159.0,13.9
28,5,8,30.0,124.0,61.0,1005.4,28.8,159.0,13.9
29,5,8,30.0,105.0,61.0,1005.6,28.9,157.0,14.0
0,6,8,18.0,82.0,61.0,1004.4,29.0,167.0,14.8
1,6,8,18.0,82.0,61.0,1004.4,29.0,167.0,14.8
2,6,8,18.0,82.0,61.0,1004.4,29.0,167.0,14.8
3,6,8,18.0,107.0,61.0,1004.4,28.9,167.0,14.8
4,6,8,18.0,110.0,61.0,1004.4,28.9,167.0,14.8
5,6,8,18.0,96.0,61.0,1004.4,29.0,167.0,14.8
6,6,8,18.0,88.0,61.0,1004.4,29.0,167.0,14.8
7,6,8,20.0,85.0,59.0,1004.6,29.2,166.0,15.2
8,6,8,20.0,93.0,59.0,1004.6,29.1,166.0,15.2
9,6,8,20.0,111.0,59.0,1004.6,29.0,166.0,15.2
10,6,8,20.0,122.0,59.0,1004.6,28.9,166.0,15.2
11,6,8,21.0,138.0,58.0,1004.8,28.9,165.0,15.3
12,6,8,21.0,126.0,58.0,1004.8,29.0,165.0,15.3
13,6,8,21.0,143.0,58.0,1004.8,28.9,165.0,15.3
14,6,8,21.0,142.0,58.0,1004.8,28.9,165.0,15.3
15,6,8,29.0,150.0,59.0,1005.0,28.8,163.0,15.0
16,6,8,29.0,129.0,59.0,1005.0,29.0,163.0,15.0
17,6,8,29.0,117.0,59.0,1005.0,29.0,163.0,15.0
18,6,8,29.0,108.0,59.0,1005.0,29.1,163.0,15.0
19,6,8,29.0,121.0,58.0,1005.1,29.2,162.0,15.1
20,6,8,29.0,125.0,58.0,1005.1,29.2,162.0,15.1
21,6,8,29.0,119.0,58.0,1005.1,29.2,162.0,15.1
22,6,8,29.0,129.0,58.0,1005.1,29.2,162.0,15.1
23,6,8,30.0,131.0,61.0,1005.3,28.9,159.0,14.2
24,6,8,30.0,124.0,61.0,1005.3,28.9,159.0,14.2
25,6,8,30.0,147.0,61.0,1005.3,28.7,159.0,14.2
26,6,8,30.0,118.0,61.0,1005.3,28.9,159.0,14.2
27,6,8,30.0,111.0,60.0,1005.5,29.0,159.0,13.9
28,6,8,30.0,118.0,60.0,1005.5,29.0,159.0,13.9
29,6,8,30.0,98.0,60.0,1005.5,29.1,159.0,13.9
0,7,8,21.0,82.0,53.0,1004.2,29.7,183.0,14.1
1,7,8,21.0,82.0,56.0,1004.3,29.6,173.0,14.5
2,7,8,21.0,82.0,56.0,1004.3,29.6,173.0,14.5
3,7,8,21.0,65.0,56.0,1004.3,29.7,173.0,14.5
4,7,8,21.0,101.0,56.0,1004.3,29.5,173.0,14.5
5,7,8,22.0,106.0,60.0,1004.5,29.1,167.0,15.9
6,7,8,22.0,104.0,60.0,1004.5,29.1,167.0,15.9
7,7,8,22.0,92.0,60.0,1004.5,29.2,167.0,15.9
8,7,8,22.0,109.0,60.0,1004.5,29.1,167.0,15.9
9,7,8,24.0,111.0,60.0,1004.7,28.9,166.0,16.0
10,7,8,24.0,119.0,60.0,1004.7,28.9,166.0,16.0
11,7,8,24.0,110.0,60.0,1004.7,29.0,166.0,16.0
12,7,8,24.0,115.0,60.0,1004.7,28.9,166.0,16.0
13,7,8,30.0,115.0,58.0,1004.9,29.1,167.0,15.5
14,7,8,30.0,116.0,58.0,1004.9,29.1,167.0,15.5
15,7,8,30.0,129.0,58.0,1004.9,29.0,167.0,15.5
16,7,8,30.0,121.0,58.0,1004.9,29.0,167.0,15.5
17,7,8,30.0,100.0,58.0,1005.0,29.3,165.0,15.3
18,7,8,30.0,104.0,58.0,1005.0,29.3,165.0,15.3
19,7,8,30.0,88.0,58.0,1005.0,29.4,165.0,15.3
20,7,8,30.0,105.0,58.0,1005.0,29.3,165.0,15.3
21,7,8,30.0,132.0,60.0,1005.2,29.0,160.0,14.9
22,7,8,30.0,135.0,60.0,1005.2,29.0,160.0,14.9
23,7,8,30.0,110.0,60.0,1005.2,29.1,160.0,14.9
24,7,8,30.0,147.0,60.0,1005.2,28.9,160.0,14.9
25,7,8,29.0,122.0,61.0,1005.5,29.0,159.0,14.2
26,7,8,29.0,123.0,61.0,1005.5,29.0,159.0,14.2
27,7,8,29.0,113.0,61.0,1005.5,29.0,159.0,14.2
28,7,8,29.0,93.0,61.0,1005.5,29.2,159.0,14.2
29,7,8,29.0,98.0,61.0,1005.6,29.1,158.0,13.6
0,8,8,21.0,84.0,53.0,1004.2,29.7,183.0,14.1
1,8,8,21.0,78.0,56.0,1004.3,29.7,173.0,14.5
2,8,8,21.0,80.0,56.0,1004.3,29.6,173.0,14.5
3,8,8,21.0,90.0,56.0,1004.3,29.6,173.0,14.5
4,8,8,21.0,74.0,56.0,1004.3,29.7,173.0,14.5
5,8,8,22.0,74.0,60.0,1004.5,29.3,167.0,15.9
6,8,8,22.0,74.0,60.0,1004.5,29.3,167.0,15.9
7,8,8,22.0,78.0,60.0,1004.5,29.3,167.0,15.9
8,8,8,22.0,93.0,60.0,1004.5,29.2,167.0,15.9
9,8,8,24.0,103.0,60.0,1004.7,29.0,166.0,16.0
10,8,8,24.0,102.0,60.0,1004.7,29.0,166.0,16.0
11,8,8,24.0,103.0,60.0,1004.7,29.0,166.0,16.0
12,8,8,24.0,103.0,60.0,1004.7,29.0,166.0,16.0
13,8,8,30.0,105.0,58.0,1004.9,29.1,167.0,15.5
14,8,8,30.0,116.0,58.0,1004.9,29.1,167.0,15.5
15,8,8,30.0,119.0,58.0,1004.9,29.1,167.0,15.5
16,8,8,30.0,93.0,58.0,1004.9,29.2,167.0,15.5
17,8,8,30.0,91.0,58.0,1005.0,29.4,165.0,15.3
18,8,8,30.0,83.0,58.0,1005.0,29.4,165.0,15.3
19,8,8,30.0,107.0,58.0,1005.0,29.3,165.0,15.3
20,8,8,30.0,102.0,58.0,1005.0,29.3,165.0,15.3
21,8,8,30.0,118.0,60.0,1005.2,29.1,160.0,14.9
22,8,8,30.0,140.0,60.0,1005.2,28.9,160.0,14.9
23,8,8,30.0,145.0,60.0,1005.2,28.9,160.0,14.9
24,8,8,30.0,138.0,60.0,1005.2,29.0,160.0,14.9
25,8,8,29.0,119.0,61.0,1005.5,29.0,159.0,14.2
26,8,8,29.0,108.0,61.0,1005.5,29.1,159.0,14.2
27,8,8,29.0,125.0,61.0,1005.5,28.9,159.0,14.2
28,8,8,29.0,107.0,61.0,1005.5,29.1,159.0,14.2
29,8,8,29.0,94.0,61.0,1005.6,29.1,158.0,13.6
0,9,8,29.0,101.0,51.0,1004.2,29.9,181.0,14.4
1,9,8,29.0,81.0,51.0,1004.2,30.0,181.0,14.4
2,9,8,29.0,91.0,51.0,1004.2,30.0,181.0,14.4
3,9,8,29.0,79.0,56.0,1004.4,29.6,171.0,15.3
4,9,8,29.0,86.0,56.0,1004.4,29.6,171.0,15.3
5,9,8,29.0,70.0,56.0,1004.4,29.7,171.0,15.3
6,9,8,29.0,80.0,56.0,1004.4,29.6,171.0,15.3
7,9,8,29.0,74.0,60.0,1004.6,29.3,166.0,16.3
8,9,8,29.0,88.0,59.0,1004.6,29.2,166.0,16.3
9,9,8,29.0,94.0,59.0,1004.6,29.2,166.0,16.3
10,9,8,29.0,102.0,59.0,1004.6,29.1,166.0,16.3
11,9,8,30.0,94.0,59.0,1004.8,29.3,166.0,16.3
12,9,8,30.0,91.0,59.0,1004.8,29.3,166.0,16.3
13,9,8,30.0,89.0,59.0,1004.8,29.3,166.0,16.3
14,9,8,30.0,102.0,59.0,1004.8,29.3,166.0,16.3
15,9,8,30.0,99.0,58.0,1004.9,29.3,166.0,16.0
16,9,8,30.0,91.0,58.0,1004.9,29.4,166.0,16.0
17,9,8,30.0,82.0,58.0,1004.9,29.4,166.0,16.0
18,9,8,30.0,105.0,58.0,1004.9,29.3,166.0,16.0
19,9,8,29.0,106.0,59.0,1005.1,29.3,164.0,15.4
20,9,8,29.0,95.0,59.0,1005.1,29.3,164.0,15.4
21,9,8,29.0,109.0,59.0,1005.1,29.3,164.0,15.4
